match_id,team,outcome,wide_progression_share,build_up_share
3754288,Chelsea,Loss,0.40669856459330145,0.5631349782293179
3754288,West Ham United,Win,0.4807692307692308,0.55
3754293,Chelsea,Loss,0.38009049773755654,0.27808219178082194
3754293,Stoke City,Win,0.5079365079365079,0.2848904267589389
3754296,Arsenal,Win,0.47029702970297027,0.3431542461005199
3754296,Manchester City,Loss,0.5102040816326531,0.38979591836734695
3754299,Everton,Loss,0.44017094017094016,0.4044943820224719
3754299,Manchester United,Win,0.5579399141630901,0.4361147327249022
3754300,Everton,Draw,0.5392156862745098,0.6175972927241963
3754300,Watford,Draw,0.4810810810810811,0.29938900203665986
3754314,Arsenal,Draw,0.42391304347826086,0.516042780748663
3754314,Manchester City,Draw,0.5375,0.6015473887814313
3754331,Sunderland,Loss,0.4460093896713615,0.4529616724738676
3754331,West Ham United,Win,0.4009009009009009,0.45418950665622554
3754332,Tottenham Hotspur,Draw,0.47547169811320755,0.5854092526690391
3754332,West Bromwich Albion,Draw,0.4153846153846154,0.30604026845637583
3754334,AFC Bournemouth,Win,0.6086956521739131,0.3298578199052133
3754334,Southampton,Loss,0.49514563106796117,0.5334407735697019
3754339,AFC Bournemouth,Loss,0.45136186770428016,0.5939435650378527
3754339,Stoke City,Win,0.5192307692307693,0.5582222222222222
3754346,Manchester City,Win,0.4956896551724138,0.5252830188679245
3754346,Watford,Loss,0.5227272727272727,0.4026687598116169
3764230,Tottenham Hotspur Women,Draw,0.5,0.5707282913165266
3764230,West Ham United LFC,Draw,0.5283842794759825,0.4705407586763519
3773466,Barcelona,Win,0.3541666666666667,0.3440986494421609
3773466,Celta Vigo,Loss,0.39487179487179486,0.5257890685142417
3773497,Barcelona,Loss,0.2992125984251969,0.674301420064132
3773497,Real Madrid,Win,0.47586206896551725,0.3684210526315789
3773661,Barcelona,Win,0.4406779661016949,0.694078947368421
3773661,Getafe,Loss,0.5583333333333333,0.43211920529801323
3773665,Barcelona,Win,0.3967611336032389,0.5401624548736462
3773665,Osasuna,Loss,0.4381443298969072,0.5417680454176804
3775549,Birmingham City WFC,Loss,0.5157232704402516,0.3823088455772114
3775549,Tottenham Hotspur Women,Win,0.4804270462633452,0.5507835171213
3775563,Everton LFC,Loss,0.5414634146341464,0.5295815295815296
3775563,Manchester United,Win,0.4393939393939394,0.47556528081692195
3775592,Reading WFC,Draw,0.4915254237288136,0.49508196721311476
3775592,Tottenham Hotspur Women,Draw,0.6088888888888889,0.5926640926640927
3775608,Tottenham Hotspur Women,Win,0.5741626794258373,0.5606531881804043
